配信日時,プレスリリースURL,プレスリリースタイトル,プレスリリース種類,プレスリリースカテゴリ1,プレスリリースカテゴリ2,会社名,会社URL,業種,住所,電話番号,代表者,上場区分,資本金,設立日,資本金（万円）,設立年,設立月
2025-07-01 10:15:51,https://prtimes.jp/main/html/rd/p/000000007.000163067.html,「I.CINNAMOROLL（アイシナモロール）」のルームウェアが登場！,商品サービス,レディースファッション,漫画・アニメ,株式会社サザック,https://www.sazac.co.jp/,商業（卸売業、小売業）,大阪府大阪市中央区安土町3丁目4番16号 船場オーセンビル3F,06-6260-7370,加藤　剛志,未上場,1900万円,1996年06月,1900,1996,6
2025-07-01 10:15:28,https://prtimes.jp/main/html/rd/p/000000041.000108441.html,【ココイチ】夏の限定メニュー　トマトのおいしさがつまった「トマトタンドリーチキンカレー」と店舗限定「冷やしカレーうどん (鶏天付)」を7月1日に販売開始,商品サービス,レストラン・ファストフード・居酒屋,中食・宅配,株式会社壱番屋,https://www.ichibanya.co.jp/,商業（卸売業、小売業）,愛知県一宮市三ツ井6丁目12番23号,0586-76-7545,葛原守,東証プライム,15億327万円,1982年07月,150327,1982,7
2025-07-01 10:15:15,https://prtimes.jp/main/html/rd/p/000000828.000006976.html,“ダツリョク診断”で献立ヒント見つけよう　夏の応援キャンペーン　7月1日（火）から,キャンペーン,中食・宅配,食品・お菓子,パルシステム連合会,https://www.pal-system.co.jp/,商業（卸売業、小売業）,東京都新宿区大久保2-2-6 ラクアス東新宿,03-6233-7200,渋澤温之,未上場,158億7560万円,1991年02月,1587560,1991,2
2025-07-01 10:15:04,https://prtimes.jp/main/html/rd/p/000000384.000099909.html,『子育てDX』の「伴走型相談支援サービス」が熊本県天草市で導入！,商品サービス,スマートフォンアプリ,出産・育児,母子モ株式会社,https://www.boshimo.co.jp/,情報通信,東京都新宿区西新宿三丁目20番2号 東京オペラシティ３５階,03-5333-6025,宮本 大樹,未上場,1000万円,-,1000,-,-
2025-07-01 10:14:28,https://prtimes.jp/main/html/rd/p/000001240.000129774.html,【LINEリサーチ】中高生の好きなミュージシャンTOP3は「Mrs. GREEN APPLE」「米津玄師」「YOASOBI」,調査レポート,広告・宣伝・PR,マーケティング・リサーチ,LINEヤフー株式会社,https://www.lycorp.co.jp/ja/,情報通信,東京都千代田区紀尾井町1-3 東京ガーデンテラス紀尾井町 紀尾井タワー,-,出澤 剛,東証プライム,-,-,-,-,-
2025-07-01 10:13:39,https://prtimes.jp/main/html/rd/p/000000188.000105962.html,ERPC、人気のSolana専有ShredStreamにSalt Lake Cityリージョン開設,商品サービス,アプリケーション・セキュリティ,システム・Webサイト・アプリ開発,ELSOUL LABO B.V.,https://labo.elsoul.nl/ja/,情報通信,"Joop Geesinkweg 501 ,AMSTERDAM-DUIVENDRECHT, Amsterdam, Noord-Holland, 1114AB, NL",316-8722-8310,川崎文武,未上場,140万円,2020年09月,140,2020,9
2025-07-01 10:13:08,https://prtimes.jp/main/html/rd/p/000000141.000048859.html,"【必ずもらえる】「富士の湧水」新規ご契約で“やきまるスリム”またはQUOカード 3,000円分がもらえる「HAPPY SUMMERキャンペーン」を開始",キャンペーン,ソフトドリンク・アルコール飲料,フィットネス・ヘルスケア,岩谷産業株式会社,https://www.iwatani.co.jp/jpn/,商業（卸売業、小売業）,東京都港区西新橋 ３丁目21番8号,03-5405-5851,間島　寬,東証1部,350億円,1945年02月,3500000,1945,2
2025-07-01 10:12:57,https://prtimes.jp/main/html/rd/p/000000003.000161331.html,締切迫る! ＜無料＞海外展開を目指す企業必見!「海外進出のチャンスをつかむ公的支援の活用方法」グローバル組織づくり実践セミナー 第3回受付中,イベント,経営・コンサルティング,財団法人・社団法人・宗教法人,公益財団法人 日本生産性本部,-,サービス業,東京都千代田区平河町 ２－１３－１２,-,太田大地,-,-,-,-,-,-
2025-07-01 10:12:33,https://prtimes.jp/main/html/rd/p/000000202.000040075.html,スーパーの特売情報・キャンペーンについての消費者調査,調査レポート,百貨店・スーパー・コンビニ・ストア,食品・お菓子,株式会社ファンくる,https://www.fancrew.co.jp/,情報通信,東京都千代田区岩本町1-10-5 TMMビル4F,-,山口 敬人,未上場,1億円,2004年08月,10000,2004,8
2025-07-01 10:12:17,https://prtimes.jp/main/html/rd/p/000000153.000053713.html,【ANAクラウンプラザホテルグランコート名古屋】平川ワイナリー メーカーズディナー2025.8.10(日),イベント,ホテル・旅館,レストラン・ファストフード・居酒屋,ANAクラウンプラザホテルグランコート名古屋,https://www.anacrowneplaza-nagoya.jp/company/,飲食店・宿泊業,愛知県名古屋市中区金山町1丁目1－1,052-683-4111,石井　孝治,未上場,20億円,1996年03月,200000,1996,3
2025-07-01 10:12:09,https://prtimes.jp/main/html/rd/p/000000245.000021447.html,株式会社カホエンタープライズ　代表取締役社長交代のお知らせ,経営情報,システム・Webサイト・アプリ開発,None,嘉穂無線ホールディングス株式会社,http://www.gooday.co.jp,商業（卸売業、小売業）,福岡市中央区天神1-6-8　 天神ツインビル14階,092-720-2422,柳瀬隆志,未上場,5000万円,1950年02月,5000,1950,2
2025-07-01 10:11:03,https://prtimes.jp/main/html/rd/p/000000039.000044580.html,エックスモバイル、Dstyle group.とコラボし「Dstyle MOBILE」の提供を7月1日から開始,商品サービス,ネットサービス,スマートフォンアプリ,エックスモバイル,https://xmobile.ne.jp/,情報通信,東京都港区赤坂9-7-1 ミッドタウン・タワー35F,03-3910-1010,木野将徳,未上場,54億9698万円,2013年10月,549698,2013,10
2025-07-01 10:10:04,https://prtimes.jp/main/html/rd/p/000000058.000061176.html,高吸収型×即攻型の高濃度サプリメント「Yunth リポソーム生ビタミンC」がバラエティストアに登場　2025年7月4日（金）より発売開始,商品サービス,EC・通販,スキンケア・化粧品・ヘア用品,Aiロボティクス株式会社,https://ai-robotics.co.jp/,商業（卸売業、小売業）,東京都港区六本木6-10-1 六本木ヒルズ森タワー 35F,-,龍川誠,東証グロース,-,2016年04月,-,2016,4
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000006.000147531.html,助産師の働き方をDXで革新！　予約・問診票・電子カルテを一つにしたアプリ「Manary」、産後ケアにも対応し提供開始,商品サービス,医療・病院,パソコンソフトウェア,みはたま株式会社,https://mihatama.com/,情報通信,愛知県豊田市東大林町 岩本29番地3,050-5806-6098,山本美沙,未上場,650万円,2024年03月,650,2024,3
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000026.000127880.html,日本歯科心理カウンセラー協会の新コース「歯科心理カウンセラー資格取得セミナー　ベーシックコース」ついに6月30日ローンチ,商品サービス,資格・留学・語学,医療・病院,歯医者が怖い方のためのさくら百華デンタルクリニック,https://odasaga-dental.com/,医療・福祉,神奈川県座間市相模が丘 5-5-3 2階,042-746-2090,荻原聡美,未上場,-,2020年01月,-,2020,1
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000347.000029076.html,CVC２号ファンドの設立について～アライアンスの加速へ向け、SBIインベストメントと共同運営を開始～,その他,銀行・信用金庫・信用組合,None,株式会社ふくおかフィナンシャルグループ,https://www.fukuoka-fg.com,金融・保険業,福岡県福岡市中央区大手門一丁目8番3号,-,五島 久,東証プライム,-,2007年04月,-,2007,4
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000397.000008241.html,夏のカラースタイルを引き立てる【CASIO CLASSIC】再発売！,商品サービス,メンズファッション,レディースファッション,株式会社ヌーヴ・エイ,http://www.neuve-a.com/,商業（卸売業、小売業）,東京都港区西麻布２丁目２４－１１ 麻布ウエストビル　２階,03-6712-6094,田代　寛,未上場,5000万円,2001年06月,5000,2001,6
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000013.000157388.html,Acrosstudio株式会社、VLM（Vision-Language Model）ソリューションで、日本初のAIスタートアップ特化展示会パビリオン「AI Park YAMATO 2025」に出展,イベント,システム・Webサイト・アプリ開発,None,Acrosstudio株式会社,https://www.acrosstudio.co.jp/,サービス業,東京都文京区湯島１丁目３ THE CUBE 神田明神9F,070-5073-3468,保知一也,未上場,1000万円,2021年07月,1000,2021,7
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000026.000016224.html,【参加者募集！inららぽーと柏の葉】7/12（土）は「メディカルパークでお仕事体験！＠ららぽーと柏の葉」みんなの健康を守るために働く人たちの世界を覗いてみよう！,イベント,医療・病院,環境・エコ・リサイクル,株式会社ＣＲＯＳＳＡＳＩＡ,https://fuacha.com/,商業（卸売業、小売業）,千葉県柏市若柴178番地4 柏の葉キャンパス148 街区2 ショップ＆オフィス棟6階,-,篠原　晋寧,未上場,-,-,-,-,-
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000004.000144528.html,NEROLI LABO、オンラインストアにて常時販売を開始。月3回の定期販売から、いつでも購入できる体制へ移行,商品サービス,スキンケア・化粧品・ヘア用品,レディースファッション,株式会社NEROLI LABO,https://nerolilabo.com/,商業（卸売業、小売業）,港区六本木６丁目１６−１1 ウェストミンスター六本木101,03-6826-0868,藤井夏恋,未上場,601万円,2023年07月,601,2023,7
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000004.000149434.html,"アルテム、「""日本の食品”輸出 EXPO 2025 SUMMER（7/9～7/11）」に出展",イベント,食品・お菓子,卸売・問屋,株式会社アルテム,https://artem.co.jp/,商業（卸売業、小売業）,東京都豊島区上池袋2-23-2 コーポ栄伸 202,-,加藤 憧,未上場,850万円,2024年08月,850,2024,8
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000910.000039153.html,「カルピス」と乃木坂46がコラボレーション・乃木坂46のライブチケットが当たるキャンペーンを7月8日から実施,キャンペーン,ソフトドリンク・アルコール飲料,None,アサヒ飲料,https://www.asahiinryo.co.jp/,製造業,東京都墨田区吾妻橋１－２３－１ アサヒグループ本社ビル,03-5608-5331,米女　太一,未上場,110億8168万円,1982年03月,1108168,1982,3
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000003.000159664.html,伝統×銘木の箸プロジェクトが始動！職人技が冴える摺り漆で仕上げた至高の一膳を。,商品サービス,日用品・生活雑貨,None,カワイ株式会社,https://kawai-ohashi.co.jp/,商業（卸売業、小売業）,福井県小浜市北塩屋16-2,0770-53-2465,河合功一,-,1000万円,1985年01月,1000,1985,1
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000023.000126939.html,ALSP（代替法務サービス事業者）「クラウドリーガル」がM＆A等の法務デューデリジェンス（法務DD）の対応サービスを提供開始,商品サービス,ネットサービス,法務・特許・知的財産,a23s株式会社,https://www.cloudlegal.ai/,情報通信,東京都中央区銀座1-12-4 N&E BLD. 7階,03-6820-6853,崎地康文,未上場,1億円,2022年05月,10000,2022,5
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000069.000061977.html,”人と人を繋ぐ“渋谷道玄坂『KOBUSHI BEER LOUNGE & BAR 』にて、7月30日(水)19:30～ AIを活用する経営者のための飲み会イベントを開催！,イベント,マーケティング・リサーチ,広告・宣伝・PR,KOBUSHI MARKETING合同会社,https://kobushi.marketing/,情報通信,東京都渋谷区桜丘町29-33-304,-,井上裕介,未上場,500万円,2020年07月,500,2020,7
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000006.000147057.html,an・an誌面に広告掲載！日本初 国産オーガニック大豆から生まれた新・ダイエットおやつが1日限定99%OFF！　　　　　　　　　　　　楽天オープン記念セール開催,キャンペーン,食品・お菓子,ダイエット・健康食品・サプリメント,株式会社こすもす,https://bihadaiz.life/,商業（卸売業、小売業）,栃木県那須塩原市埼玉354-1,090-1292-7898,武島　えりさ,未上場,300万円,2014年11月,300,2014,11
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000003.000144528.html,NEROLI LABO、7月1日よりフルーツギャザリング全28店舗にて期間限定POPUPを開催,商品サービス,スキンケア・化粧品・ヘア用品,レディースファッション,株式会社NEROLI LABO,https://nerolilabo.com/,商業（卸売業、小売業）,港区六本木６丁目１６−１1 ウェストミンスター六本木101,03-6826-0868,藤井夏恋,未上場,601万円,2023年07月,601,2023,7
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000005.000147057.html,日本初 “下準備いらず” の国産有機大豆ミートが1日限定99%OFF！ 楽天オープン記念セール開催,キャンペーン,食品・お菓子,ダイエット・健康食品・サプリメント,株式会社こすもす,https://bihadaiz.life/,商業（卸売業、小売業）,栃木県那須塩原市埼玉354-1,090-1292-7898,武島　えりさ,未上場,300万円,2014年11月,300,2014,11
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000001.000164953.html,株式会社CCG HOLDINGS 代表取締役社長に目黒 拓が就任。 リアル×デジタルの融合を加速し、ハイブリッド型支援を強化,経営情報,広告・宣伝・PR,マーケティング・リサーチ,株式会社CCG HOLDINGS,https://ccg-hd.jp/,サービス業,大阪府大阪市中央区南本町１丁目８-14 JRE堺筋本町ビル５F,06-6262-0905,目黒 拓,-,5164万円,1990年06月,5164,1990,6
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000008.000149107.html,デジタル社会に「潤い」と「革新」を──当社のミッション・ビジョン・バリューおよびキャッチコピーを策定,経営情報,コンシューマーゲーム,スマートフォンゲーム,株式会社ディンプス,https://www.dimps.co.jp/,情報通信,大阪府豊中市新千里西町1-1-8 第一火災千里中央ビル8F,06-6836-2678,西山 隆志,未上場,-,2000年03月,-,2000,3
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000289.000067788.html,【武蔵野大学】『第33回 武蔵野文学賞「高校生部門」』の小説・俳句・短歌・詩・評論作品を７月１日から募集,その他,学校・大学,その他,学校法人武蔵野大学,https://www.musashino-u.ac.jp/,教育・学習支援業,東京都江東区有明三丁目３番３号,-,西本　照真,-,-,1924年04月,-,1924,4
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000088.000089576.html,本体１台で、複数のアタッチメントに対応。幅広い用途に活用でき、保有コストも削減「M18 FUEL QUIK-LOK アタッチメントシステム」全5種,商品サービス,建設・土木,建築・空間デザイン,ミルウォーキーツール・ジャパン合同会社,https://www.milwaukeetool.co.jp/,製造業,東京都板橋区中丸町１３番１号 ゲオタワー池袋２階,03-6905-8040,林 琢磨,未上場,-,-,-,-,-
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000005.000165003.html,中国向け越境ビジネス専門のリレーワークス株式会社、中国大手ECプラットフォーム「京東(JD.com)」に「国家館・日本地方特色館」をオープン,商品サービス,EC・通販,None,リレーワークス株式会社,https://www.relayworks.co.jp,サービス業,北海道札幌市中央区大通東 2−15−1サラサビル３F,080-6764-5300,大塚　泰弘,未上場,3250万円,2020年04月,3250,2020,4
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000004.000158112.html,シーシーエス台湾駐在員事務所を移転,その他,電子部品・半導体・電気機器,セールス・営業,シーシーエス,https://www.ccs-inc.co.jp/,製造業,京都市上京区室町通出水上ル近衛町38,075-415-8280,大西浩之,未上場,4億6215万円,1993年10月,46215,1993,10
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000020.000082506.html,【廻転レーン焼肉いっとう】7/4(金）～夏の新作！豪華A5和牛の炙り寿司、にんにくガッツリ国産ホルモン、トマトベースの冷麵他“スタミナ”と“涼”が廻る夏。,商品サービス,レストラン・ファストフード・居酒屋,None,廻転レーン焼肉いっとうPR事務局,https://yakiniku-ittou.jp/,飲食店・宿泊業,東京都足立区西綾瀬2-23-22,03-3849-2525,珊瑚 卓哉,未上場,-,2021年06月,-,2021,6
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000009.000066509.html,人材紹介業界初、音声AIマッチング機能をAIエージェント「MENDAN」に機能追加,商品サービス,システム・Webサイト・アプリ開発,就職・転職・人材派遣・アルバイト,Zen office inc.,https://zenoffice.co.jp/service,情報通信,大阪府大阪市中央区本町2丁目3-9 JPS本町ﾋﾞﾙﾃﾞｨﾝｸﾞ5F,06-6264-1130,岩瀬恭裕,未上場,-,2014年05月,-,2014,5
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000003.000164005.html,抗がん剤治療後の”強いくせ毛”に対応した優しい縮毛矯正「メタバーサル矯正」登場,商品サービス,スキンケア・化粧品・ヘア用品,フィットネス・ヘルスケア,visageloca,https://visageloca.com/,サービス業,京都府京都市中京区西ノ京職司町 26-9 ティモネ御池1階,090-9362-6694,菅正彰,未上場,500万円,2006年06月,500,2006,6
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000012.000141031.html,ハチ駆除依頼が増加している地域とは？2025年4〜5月の最新データから、依頼増加の要因と該当地域を公開,調査レポート,住宅・マンション,その他,BEST株式会社,https://best24.co.jp/,サービス業,横浜市西区北幸2-10-33 ＭＩテラス横浜西口ビル9F,-,大澤　竜,未上場,-,2004年06月,-,2004,6
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000075.000120309.html,ひじ掛けがあるだけでくつろぎが変わる。軽さとコンパクトさに“ちゃんと休める”をプラスしたデイトナのワイドレストチェア登場,商品サービス,アウトドア・登山,バイク・バイク用品,株式会社デイトナ,https://www.daytona.co.jp,商業（卸売業、小売業）,静岡県周智郡森町一宮4805,0538-84-2200,織田　哲司,東証スタンダード,4億1245万円,1972年04月,41245,1972,4
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000011.000139900.html,"""性をもっと身近にもっと正しく"" 大手コンドームブランド『グラマラスバタフライ』✖︎ 性病専門『ペアライフクリニック』コラボプロジェクトを始動！！",イベント,フィットネス・ヘルスケア,医療・病院,ペアライフ株式会社,https://pairlife-clinic.com/,医療・福祉,東京都新宿区新宿１丁目３６−２ 新宿第七葉山ビル 6階,03-5544-9974,東凜太朗,未上場,1000万円,2023年10月,1000,2023,10
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000008.000137848.html,【福岡サンパレス ホテル＆ホール】全席窓側の銀河で博多の街や海を眺めながら堪能する『季節のおまかせ寿司会席 ～神楽～』レギュラーメニュー化のお知らせ,商品サービス,ホテル・旅館,レストラン・ファストフード・居酒屋,株式会社福岡サンパレス,https://www.f-sunpalace.com,飲食店・宿泊業,福岡県福岡市博多区築港本町2-1,092-272-1123,中川　百合雄,未上場,4900万円,2004年08月,4900,2004,8
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000050.000054349.html,アナログレコードで学ぶ「KIDS DJ 体験会」開催,イベント,音楽,アート・カルチャー,FTF株式会社,https://facetofacecoltd.com,商業（卸売業、小売業）,東京都渋谷区松濤1-4-9-101,03-6407-8542,武井進一,未上場,4999万円,2001年06月,4999,2001,6
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000009.000105167.html,”いいさかなの日”11月3日(月-祝)から「2025年日本さかな検定」をオンライン開催！さかなの国、ニッポンの検定。,イベント,資格・留学・語学,農林・水産,一般社団法人日本さかな検定協会,-,財団法人・社団法人・宗教法人,東京都江東区古石場3丁目12番5　503号,-,尾山 雅一,未上場,-,-,-,-,-
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000024.000159006.html,【スーパーマーケットにある花のセルフ売場って？】意外と知られていない花のセルフ売場を担うニッチ企業が創業50周年を迎えます！,経営情報,ギフト・花,百貨店・スーパー・コンビニ・ストア,株式会社メルシーフラワー,http://www.merci.co.jp,商業（卸売業、小売業）,神奈川県相模原市中央区上溝4480-1,042-785-2237,大間岩夫,未上場,3000万円,1988年07月,3000,1988,7
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000070.000004973.html,越境ECプラットフォーム「j-Grab Mall」、中国最大級ECモール「JD.com」へ連携開始！,商品サービス,EC・通販,政治・官公庁・地方自治体,ジェイグラブ,https://www.j-grab.co.jp,情報通信,東京都渋谷区桜丘町14-1 ハッチェリー渋谷,03-5728-2095,山田 彰彦,未上場,4925万円,2010年02月,4925,2010,2
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000001.000161110.html,【今こそ交通広告】京阪沿線での交通広告出稿について無料で相談できる「京阪神広告社の相談窓口」が開設！,商品サービス,広告・宣伝・PR,交通・運送・引越し,株式会社京阪神広告社,-,サービス業,大阪府大阪市旭区大宮2丁目18-16,06-6954-4673,谷岡 昭治,未上場,1000万円,-,1000,-,-
2025-07-01 10:10:01,https://prtimes.jp/main/html/rd/p/000000904.000021126.html,【2025年7月号】俳優 鳴海唯さんが『PLACOLE＆DRESSY』のカバーモデルとして登場！,人物,恋愛・結婚,芸能,冒険社プラコレ,http://pla-cole.co/,情報通信,神奈川県横浜市西区南幸1丁目1-1 JR横浜タワー21階,0120-370-090,武藤功樹,未上場,1150万円,2015年11月,1150,2015,11
2025-07-01 10:09:34,https://prtimes.jp/main/html/rd/p/000000029.000051190.html,「そば処 めとろ庵」期間限定メニュー「冷し『3色』きつねそば」2025年7月8日（火）販売開始！,商品サービス,レストラン・ファストフード・居酒屋,None,株式会社メトロプロパティーズ,https://www.metro-pro.jp/,不動産業,東京都台東区東上野6-9-3 住友不動産上野ビル8号館 5F,03-5827-5837,黒須　良行,未上場,1000万円,2006年04月,1000,2006,4
2025-07-01 10:09:23,https://prtimes.jp/main/html/rd/p/000000003.000164801.html,家族と地域をつなぐ家づくりで、岡山の100年先の暮らしを支える。注文住宅・セミオーダー住宅を手がける株式会社en’to、事業を本格始動,イベント,建築・空間デザイン,住宅・マンション,株式会社en'to,https://ento8.com/,建設業,岡山県岡山市北区田中130-102,086-259-2480,中下友彰,未上場,-,2024年11月,-,2024,11
2025-07-01 10:05:54,https://prtimes.jp/main/html/rd/p/000001696.000033034.html,三菱UFJ銀行、TOPPAN、TOPPANエッジ　飲料水をテーマに環境意識啓発の取り組みで連携,商品サービス,環境・エコ・リサイクル,ソフトドリンク・アルコール飲料,TOPPANホールディングス株式会社,https://www.holdings.toppan.com/ja/news/,情報通信,東京都文京区水道1-3-3,-,麿秀晴,東証プライム,1049億8643万円,-,10498643,-,-
2025-07-01 10:05:18,https://prtimes.jp/main/html/rd/p/000000246.000067976.html,羽田空港P1・P4駐車場利用料金の改定について,商品サービス,商業施設・オフィスビル,旅行・観光,日本空港ビルデング株式会社,https://www.tokyo-airport-bldg.co.jp/company/,不動産業,東京都大田区羽田空港3-3-2 第１旅客ターミナルビル,03-5757-8000,横田信秋,東証1部,174億8920万円,1953年07月,1748920,1953,7
2025-07-01 10:05:07,https://prtimes.jp/main/html/rd/p/000000013.000087415.html,予約1年待ちの名店「溢彩流香」が大阪で1日限定復活,イベント,レストラン・ファストフード・居酒屋,None,アイ・エム・オー株式会社,http://www.mou-mou.com/,飲食店・宿泊業,東京都渋谷区東3-15-12 第2アワヤビル5F,03-5766-2170,丸山朗,未上場,300万円,1998年10月,300,1998,10
2025-07-01 10:04:37,https://prtimes.jp/main/html/rd/p/000000270.000004669.html,Tooが、複数のアニメ制作会社に一括で就活アプローチできるWEB就活企画「第六回ポートフォリオドラフト会議」を開催！,イベント,漫画・アニメ,就職・転職・人材派遣・アルバイト,株式会社Too,http://www.too.com,商業（卸売業、小売業）,東京都港区虎ノ門3-4-7 虎ノ門36森ビル,03-6757-3123,石井剛太,未上場,1億円,-,10000,-,-
2025-07-01 10:04:19,https://prtimes.jp/main/html/rd/p/000000002.000165128.html,Ｊリーグ気候アクションパートナーの契約を締結,商品サービス,環境・エコ・リサイクル,パソコン・周辺機器,三菱ＨＣキャピタル株式会社,https://www.mitsubishi-hc-capital.com/,金融・保険業,東京都千代田区丸の内1-5-1 新丸の内ビルディング,03-6865-3000,久井　大樹,東証プライム,331億9604万円,1971年04月,3319604,1971,4
2025-07-01 10:04:03,https://prtimes.jp/main/html/rd/p/000000035.000069751.html,enechain、社外取締役にラクスルの代表取締役社長 永見 世央氏が就任,経営情報,システム・Webサイト・アプリ開発,電気・ガス・資源・エネルギー,株式会社enechain,https://enechain.co.jp/,電気・ガス業,東京都港区南青山3-11-13 新青山東急ビル7F,-,野澤 遼,未上場,65億2020万円,2019年07月,652020,2019,7
2025-07-01 10:03:07,https://prtimes.jp/main/html/rd/p/000000169.000056940.html,コスパ・タイパで選ぶフィットネス22歳までの限定プラン「U-22ライト」　全国のコナミスポーツクラブで7月1日からサービス開始！,商品サービス,フィットネス・ヘルスケア,スポーツ,コナミスポーツ株式会社,https://www.konami.com/sportsclub/corporate/ja/,サービス業,東京都品川区東品川4-10-1,03-5769-0573,室田健志,未上場,1億円,1973年03月,10000,1973,3
2025-07-01 10:02:55,https://prtimes.jp/main/html/rd/p/000001362.000012900.html,"「AQUOS R10 夏の祭テン」キャンペーンを開催！「AQUOS R10」のご購入とご応募で、10,000円相当をもれなくプレゼント",キャンペーン,モバイル端末,None,シャープ,https://corporate.jp.sharp/,製造業,大阪府堺市堺区匠町1番地,072-282-1221,沖津雅浩,東証プライム,50億円,1912年09月,500000,1912,9
2025-07-01 10:02:54,https://prtimes.jp/main/html/rd/p/000000013.000067384.html,BITPOINT、Midnight財団と連携し、革新的な「Glacier Drop」メカニズムによる「NIGHT」トークンのローンチへ,商品サービス,証券・FX・投資信託,ネットサービス,株式会社ビットポイントジャパン,https://www.bitpoint.co.jp/,金融・保険業,東京都港区虎ノ門4-2-3,03-6303-0314,田代 卓,未上場,75億3000万円,2016年03月,753000,2016,3
2025-07-01 10:02:20,https://prtimes.jp/main/html/rd/p/000000042.000101176.html,オーティコン補聴器、「第1回 みみともプロフェッショナルセミナー」を大阪・オンラインで初開催,イベント,福祉・介護・リハビリ,医療・病院,デマント・ジャパン株式会社　オーティコン補聴器,https://www.oticon.co.jp/hearing-aid-users,製造業,神奈川県川崎市幸区堀川町 580番地ソリッドスクエア西館16階,-,齋藤　徹,未上場,-,1973年03月,-,1973,3
2025-07-01 10:01:09,https://prtimes.jp/main/html/rd/p/000000004.000161795.html,【京都の名店が本気で作った“ご褒美弁当”】まんざら亭、土用の丑の日に向けて「うなぎ弁当」販売開始！夏限定「鱧鍋ギフト」も同時受付スタート,商品サービス,レストラン・ファストフード・居酒屋,中食・宅配,株式会社ステップ,https://manzara.co.jp/,飲食店・宿泊業,京都府京都市中京区菱屋町44-104,-,木下博史,未上場,1000万円,1988年09月,1000,1988,9
2025-07-01 10:01:08,https://prtimes.jp/main/html/rd/p/000000018.000100916.html,【割引キャンペーン実施】営業顧問をチームの一員に。シニア営業人材とのマッチングサービス「エイジレスセールスプロ」、正式ローンチ,キャンペーン,経営・コンサルティング,就職・転職・人材派遣・アルバイト,株式会社エイジレス,https://ageless.co.jp/,情報通信,東京都目黒区目黒一丁目6番17号 Daiwa 目黒スクエア 14階,-,小出孝雄,未上場,1億2000万円,2021年10月,12000,2021,10
2025-07-01 10:00:46,https://prtimes.jp/main/html/rd/p/000000080.000082086.html,美容系クリエイター・ありちゃんプロデュース！顔の余白、輪郭悩みをひと塗りで“あざむき”理想の小顔をつくる「ヘアシャドウ」新登場,商品サービス,スキンケア・化粧品・ヘア用品,広告・宣伝・PR,株式会社pdc,https://www.p-dc.com/index.html,製造業,東京都港区南麻布4-2-34 天現寺スクエア4階,03-5739-0822,藤井敬二,未上場,-,1992年11月,-,1992,11
2025-07-01 10:00:42,https://prtimes.jp/main/html/rd/p/000006829.000016756.html,TVスペシャルアニメ『五等分の花嫁＊』から、五つ子がビブスを着た新規描き下ろしグッズを含む新商品が7月5日発売！　アニメイトでは、特典「ブロマイド」がもらえるフェアも開催!!,商品サービス,漫画・アニメ,雑誌・本・出版物,株式会社アニメイトホールディングス,-,商業（卸売業、小売業）,東京都板橋区弥生町77-3,-,髙橋 豊,未上場,-,-,-,-,-
